,ticker,name
940,KWT,ISHARES TR
941,IBTJ,ISHARES TR
942,IBTI,ISHARES TR
943,IBTG,ISHARES TR
944,IBTF,ISHARES TR
945,IBTE,ISHARES TR
946,NEAR,ISHARES U S ETF TR
947,CCRV,ISHARES U S ETF TR
948,IEIH,ISHARES U S ETF TR
949,IEME,ISHARES U S ETF TR
950,IEFN,ISHARES U S ETF TR
951,LQDH,ISHARES U S ETF TR
952,MEAR,ISHARES U S ETF TR
953,COMT,ISHARES U S ETF TR
954,BBAX,J P MORGAN EXCHANGE-TRADED F
955,BBCA,J P MORGAN EXCHANGE-TRADED F
956,JPME,J P MORGAN EXCHANGE-TRADED F
957,JSML,JANUS DETROIT STR TR
959,LXP/PC,LEXINGTON REALTY TRUST
960,TPYP,MANAGED PORTFOLIO SERIES
964,NYCB/PU,NEW YORK CMNTY CAP TR V
966,NEE/PP,NEXTERA ENERGY INC
967,BIBL,NORTHERN LTS FD TR IV
971,OIBR/C,OI SA
973,STPZ,PIMCO ETF TR
974,HYS,PIMCO ETF TR
975,ZROZ,PIMCO ETF TR
976,SPXT,PROSHARES TR
977,SMDV,PROSHARES TR
978,VIXM,PROSHARES TR II
980,QTS/PB,QTS RLTY TR INC
983,TMFC,RBB FD INC
984,RCA,READY CAPITAL CORP
985,RLJ/PA,RLJ LODGING TR
987,SCHV,SCHWAB STRATEGIC TR
988,FNDC,SCHWAB STRATEGIC TR
989,FNDA,SCHWAB STRATEGIC TR
990,FNDX,SCHWAB STRATEGIC TR
991,SCHH,SCHWAB STRATEGIC TR
992,SCHP,SCHWAB STRATEGIC TR
993,SRE/PB,SEMPRA ENERGY
996,SJIU,SOUTH JERSEY INDS INC
997,SOLN,SOUTHERN CO
998,SMEZ,SPDR INDEX SHS FDS
999,QEMM,SPDR INDEX SHS FDS
1000,QEFA,SPDR INDEX SHS FDS
1001,GNR,SPDR INDEX SHS FDS
1002,RWO,SPDR INDEX SHS FDS
1003,GWX,SPDR INDEX SHS FDS
1004,VLU,SPDR SER TR
1005,SLYG,SPDR SER TR
1006,SLYV,SPDR SER TR
1007,EBND,SPDR SER TR
1008,SPYG,SPDR SER TR
1009,SPYV,SPDR SER TR
1010,RWR,SPDR SER TR
1011,SLY,SPDR SER TR
1012,MDYG,SPDR SER TR
1013,MDYV,SPDR SER TR
1014,SPYD,SPDR SER TR
1015,SPYX,SPDR SER TR
1016,SPSM,SPDR SER TR
1017,TIPX,SPDR SER TR
1018,CEF,SPROTT PHYSICAL GOLD & SILVE
1019,SWT,STANLEY BLACK & DECKER INC
1025,SHYD,VANECK VECTORS ETF TR
1026,SMB,VANECK VECTORS ETF TR
1027,EGPT,VANECK VECTORS ETF TR
1028,ITM,VANECK VECTORS ETF TR
1029,HYD,VANECK VECTORS ETF TR
1030,VOOV,VANGUARD ADMIRAL FDS INC
1031,VIOO,VANGUARD ADMIRAL FDS INC
1032,BLV,VANGUARD BD INDEX FDS
1033,VNQI,VANGUARD INTL EQUITY INDEX F
1034,VTHR,VANGUARD SCOTTSDALE FDS
1035,VCLT,VANGUARD SCOTTSDALE FDS
1036,VGLT,VANGUARD SCOTTSDALE FDS
1037,VYMI,VANGUARD WHITEHALL FDS
1038,EDV,VANGUARD WORLD FD
1039,MGV,VANGUARD WORLD FD
1040,MGC,VANGUARD WORLD FD
1041,VDC,VANGUARD WORLD FDS
1042,VHT,VANGUARD WORLD FDS
1043,USVM,VICTORY PORTFOLIOS II
1044,CDC,VICTORY PORTFOLIOS II
1045,CDL,VICTORY PORTFOLIOS II
1046,WFC/PL,WELLS FARGO CO NEW
1047,JW/B,WILEY JOHN & SONS INC
1048,EZM,WISDOMTREE TR
1049,AGGY,WISDOMTREE TR
1050,CXSE,WISDOMTREE TR
1051,ELD,WISDOMTREE TR
1056,FDN,FIRST TR EXCHANGE-TRADED FD
1057,IYZ,ISHARES TR
1058,XME,SPDR SER TR
1059,WBIE,ABSOLUTE SHS TR
1060,WBIG,ABSOLUTE SHS TR
1061,WBIL,ABSOLUTE SHS TR
1062,WBIT,ABSOLUTE SHS TR
1063,WBII,ABSOLUTE SHS TR
1064,AADR,ADVISORSHARES TR
1065,DWEQ,ADVISORSHARES TR
1066,YOLO,ADVISORSHARES TR
1067,DWSH,ADVISORSHARES TR
1068,HOLD,ADVISORSHARES TR
1069,AGBAW,AGBA ACQUISITION LTD
1070,MOM,AGF INVTS TR
1071,BTAL,AGF INVTS TR
1074,IVAL,ALPHA ARCHITECT ETF TR
1075,IMOM,ALPHA ARCHITECT ETF TR
1076,QMOM,ALPHA ARCHITECT ETF TR
1077,SNUG,ALPHA ARCHITECT ETF TR
1078,RDOG,ALPS ETF TR
1079,DTEC,ALPS ETF TR
1080,RFFC,ALPS ETF TR
1081,RFDA,ALPS ETF TR
1082,RFUN,ALPS ETF TR
1083,SBIO,ALPS ETF TR
1084,EDOG,ALPS ETF TR
1085,ENFR,ALPS ETF TR
1086,IDOG,ALPS ETF TR
1087,BFOR,ALPS ETF TR
1088,RIGS,ALPS ETF TR
1089,KORP,AMERICAN CENTY ETF TR
1090,VALQ,AMERICAN CENTY ETF TR
1091,QGRO,AMERICAN CENTY ETF TR
1092,QINT,AMERICAN CENTY ETF TR
1093,MID,AMERICAN CENTY ETF TR
1094,AVDV,AMERICAN CENTY ETF TR
1095,FDG,AMERICAN CENTY ETF TR
1096,AVUV,AMERICAN CENTY ETF TR
1097,AVUS,AMERICAN CENTY ETF TR
1098,YYY,AMPLIFY ETF TR
1099,SWAN,AMPLIFY ETF TR
1100,BLOK,AMPLIFY ETF TR
1101,ARKK,ARK ETF TR
1102,ARKQ,ARK ETF TR
1103,ARKG,ARK ETF TR
1104,PRNT,ARK ETF TR
1105,GYLD,ARROW ETF TR
1106,DWCR,ARROW INVTS TR
1107,DWAT,ARROW INVTS TR
1108,FNGU,BANK OF MONTREAL
1109,JO,BARCLAYS BANK PLC
1110,VXZ,BARCLAYS BANK PLC
1111,BAL,BARCLAYS BANK PLC
1113,CELG/R,BRISTOL-MYERS SQUIBB CO
1115,SYLD,CAMBRIA ETF TR
1116,FYLD,CAMBRIA ETF TR
1117,GVAL,CAMBRIA ETF TR
1118,GMOM,CAMBRIA ETF TR
1119,GAA,CAMBRIA ETF TR
1120,SOVB,CAMBRIA ETF TR
1121,CETXW,CEMTREX INC
1122,CHAQ/U,CHARDAN HEALTHCR ACQSTN 2 CO
1125,TADS,COLLABORATIVE INVESTMNT SER
1126,TEGS,COLLABORATIVE INVESTMNT SER
1127,TAEQ,COLLABORATIVE INVESTMNT SER
1128,ESGS,COLUMBIA ETF TR I
1129,ECON,COLUMBIA ETF TR II
1131,REML,CREDIT SUISSE NASSAU BRANCH
1134,DFNL,DAVIS FUNDAMENTAL ETF TR
1135,DWLD,DAVIS FUNDAMENTAL ETF TR
1136,USSG,DBX ETF TR
1137,HYUP,DBX ETF TR
1138,SHYL,DBX ETF TR
1139,DBGR,DBX ETF TR
1140,DBJP,DBX ETF TR
1141,DEEF,DBX ETF TR
1142,ASHX,DBX ETF TR
1143,EURZ,DBX ETF TR
1144,HDAW,DBX ETF TR
1145,HDEF,DBX ETF TR
1146,JPN,DBX ETF TR
1147,DBEZ,DBX ETF TR
1148,ESCR,DBX ETF TR
1149,ESHY,DBX ETF TR
1150,CN,DBX ETF TR
1151,DBAW,DBX ETF TR
1152,DBEU,DBX ETF TR
1153,ASHS,DBX ETF TR
1156,DMS/WS,DIGITAL MEDIA SOLUTIONS INC
1157,TECL,DIREXION SHS ETF TR
1158,SOXL,DIREXION SHS ETF TR
1159,TYO,DIREXION SHS ETF TR
1160,YINN,DIREXION SHS ETF TR
1161,TNA,DIREXION SHS ETF TR
1162,QQQE,DIREXION SHS ETF TR
1163,FAS,DIREXION SHS ETF TR
1164,CURE,DIREXION SHS ETF TR
1165,FAZ,DIREXION SHS ETF TR
1166,DRV,DIREXION SHS ETF TR
1167,CWEB,DIREXION SHS ETF TR
1168,DFEN,DIREXION SHS ETF TR
1169,QMJ,DIREXION SHS ETF TR
1170,ERX,DIREXION SHS ETF TR
1171,DRIP,DIREXION SHS ETF TR
1172,RETL,DIREXION SHS ETF TR
1173,UBOT,DIREXION SHS ETF TR
1174,JNUG,DIREXION SHS ETF TR
1175,TMV,DIREXION SHS ETF TR
1176,DPST,DIREXION SHS ETF TR
1177,TECS,DIREXION SHS ETF TR
1178,DUST,DIREXION SHS ETF TR
1179,EDC,DIREXION SHS ETF TR
1180,INDL,DIREXION SHS ETF TR
1181,CHAU,DIREXION SHS ETF TR
1182,TMF,DIREXION SHS ETF TR
1183,SPXL,DIREXION SHS ETF TR
1184,DRN,DIREXION SHS ETF TR
1185,RUSL,DIREXION SHS ETF TR
1186,NAIL,DIREXION SHS ETF TR
1191,UUUU/WS,ENERGY FUELS INC
1193,ENTR,ENTREPRENEURSHARES SERIES TR
1194,WUGI,ESOTERICA THEMATIC TRUST
1195,MJ,ETF MANAGERS TR
1196,GERM,ETF MANAGERS TR
1197,VALT,ETF MANAGERS TR
1198,IVES,ETF MANAGERS TR
1199,ITEQ,ETF MANAGERS TR
1200,MSVX,ETF SER SOLUTIONS
1201,NETL,ETF SER SOLUTIONS
1202,DRSK,ETF SER SOLUTIONS
1203,VIDI,ETF SER SOLUTIONS
1204,VSL,ETF SER SOLUTIONS
1205,VUSE,ETF SER SOLUTIONS
1206,PPTY,ETF SER SOLUTIONS
1207,SPDV,ETF SER SOLUTIONS
1208,VBND,ETF SER SOLUTIONS
1209,MXDU,ETF SER SOLUTIONS
1210,RBIN,ETF SER SOLUTIONS
1211,DEEP,ETF SER SOLUTIONS
1212,OCIO,ETF SER SOLUTIONS
1213,TCTL,ETF SER SOLUTIONS
1214,CNCR,ETF SER SOLUTIONS
1215,JETS,ETF SER SOLUTIONS
1216,BBP,ETFIS SER TR I
1217,BBC,ETFIS SER TR I
1218,VRAI,ETFIS SER TR I
1219,VPC,ETFIS SER TR I
1220,UTES,ETFIS SER TR I
1221,AMZA,ETFIS SER TR I
1222,TDSD,EXCHANGE LISTED FDS TR
1223,HYLD,EXCHANGE LISTED FDS TR
1224,UTRN,EXCHANGE TRADED CONCEPTS TR
1225,FLRG,FIDELITY COVINGTON TRUST
1226,FENY,FIDELITY COVINGTON TRUST
1227,FNCL,FIDELITY COVINGTON TRUST
1228,FDEV,FIDELITY COVINGTON TRUST
1229,FDHY,FIDELITY COVINGTON TRUST
1230,FIDI,FIDELITY COVINGTON TRUST
1231,FDMO,FIDELITY COVINGTON TRUST
1232,FDLO,FIDELITY COVINGTON TRUST
1233,FDRR,FIDELITY COVINGTON TRUST
1234,FDVV,FIDELITY COVINGTON TRUST
1235,FREL,FIDELITY COVINGTON TRUST
1236,FUTY,FIDELITY COVINGTON TRUST
1237,FCOM,FIDELITY COVINGTON TRUST
1238,FMAT,FIDELITY COVINGTON TRUST
1239,FLTB,FIDELITY MERRIMACK STR TR
1240,BICK,FIRST TR BICK INDEX FD
1241,FDM,FIRST TR DOW JONES SELECT MI
1242,FMB,FIRST TR EXCH TRADED FD III
1243,RFAP,FIRST TR EXCH TRADED FD III
1244,RFDI,FIRST TR EXCH TRADED FD III
1245,RFEU,FIRST TR EXCH TRADED FD III
1246,FSMB,FIRST TR EXCH TRADED FD III
1247,FPEI,FIRST TR EXCH TRADED FD III
1248,FCAL,FIRST TR EXCH TRADED FD III
1249,HDMV,FIRST TR EXCH TRADED FD III
1250,HUSV,FIRST TR EXCH TRADED FD III
1251,FUMB,FIRST TR EXCH TRADED FD III
1252,FPA,FIRST TR EXCH TRD ALPHDX FD
1253,FLN,FIRST TR EXCH TRD ALPHDX FD
1254,FCA,FIRST TR EXCH TRD ALPHDX FD
1255,FJP,FIRST TR EXCH TRD ALPHDX FD
1256,FDT,FIRST TR EXCH TRD ALPHDX FD
1257,FGM,FIRST TR EXCH TRD ALPHDX FD
1258,FKU,FIRST TR EXCH TRD ALPHDX FD
1259,FSZ,FIRST TR EXCH TRD ALPHDX FD
1260,FEMS,FIRST TR EXCH TRD ALPHDX FD
1261,FDTS,FIRST TR EXCH TRD ALPHDX FD
1262,FEUZ,FIRST TR EXCH TRD ALPHDX FD
1263,FNK,FIRST TR EXCH TRD ALPHDX FD
1264,FYT,FIRST TR EXCH TRD ALPHDX FD
1265,FNI,FIRST TR EXCHANGE TRADED FD
1266,EDOW,FIRST TR EXCHANGE TRADED FD
1267,FIW,FIRST TR EXCHANGE TRADED FD
1268,FXO,FIRST TR EXCHANGE TRADED FD
1269,FXH,FIRST TR EXCHANGE TRADED FD
1270,FXZ,FIRST TR EXCHANGE TRADED FD
1271,FXU,FIRST TR EXCHANGE TRADED FD
1272,FGD,FIRST TR EXCHANGE TRADED FD
1273,FDNI,FIRST TR EXCHANGE TRADED FD
1274,FTAG,FIRST TR EXCHANGE TRADED FD
1275,FPXI,FIRST TR EXCHANGE TRADED FD
1276,FLM,FIRST TR EXCHANGE TRADED FD
1277,FBT,FIRST TR EXCHANGE-TRADED FD
1278,TUSA,FIRST TR EXCHANGE-TRADED FD
1279,FCG,FIRST TR EXCHANGE-TRADED FD
1280,DWPP,FIRST TR EXCHANGE-TRADED FD
1281,MDIV,FIRST TR EXCHANGE-TRADED FD
1282,TDIV,FIRST TR EXCHANGE-TRADED FD
1283,RDVY,FIRST TR EXCHANGE-TRADED FD
1284,FV,FIRST TR EXCHANGE-TRADED FD
1285,FID,FIRST TR EXCHANGE-TRADED FD
1286,DDIV,FIRST TR EXCHANGE-TRADED FD
1287,DALI,FIRST TR EXCHANGE-TRADED FD
1288,ROBT,FIRST TR EXCHANGE-TRADED FD
1289,RNDM,FIRST TR EXCHANGE-TRADED FD
1290,FTXL,FIRST TR EXCHANGE-TRADED FD
1291,FTXD,FIRST TR EXCHANGE-TRADED FD
1292,FTXN,FIRST TR EXCHANGE-TRADED FD
1293,FMF,FIRST TR EXCHANGE-TRADED FD
1294,FDIV,FIRST TR EXCHANGE-TRADED FD
1295,FCVT,FIRST TR EXCHANGE-TRADED FD
1296,DVOL,FIRST TR EXCHANGE-TRADED FD
1297,LEGR,FIRST TR EXCHANGE-TRADED FD
1298,FCEF,FIRST TR EXCHNG TRADED FD VI
1299,MCEF,FIRST TR EXCHNG TRADED FD VI
1300,FMAY,FIRST TR EXCHNG TRADED FD VI
1301,AFLG,FIRST TR EXCHNG TRADED FD VI
1302,DNOV,FIRST TR EXCHNG TRADED FD VI
1303,DAUG,FIRST TR EXCHNG TRADED FD VI
1304,LDSF,FIRST TR EXCHNG TRADED FD VI
1305,FFR,FIRST TR FTSE EPRA / NAREIT
1306,FEX,FIRST TR LRGE CP CORE ALPHA
1307,FDL,FIRST TR MORNINGSTAR DIVID L
1308,FAD,FIRST TR MULTI CAP GROWTH AL
1309,QQEW,FIRST TR NAS100 EQ WEIGHTED
1310,QABA,FIRST TR NASDAQ ABA CMNTY BK
1311,FRI,FIRST TR S&P REIT INDEX FD
1312,FYX,FIRST TR SML CP CORE ALPHA F
1313,FDD,FIRST TR STOXX EUROPEAN SELE
1314,FTC,FIRST TRUST LRGCP GWT ALPHAD
1315,TLTE,FLEXSHARES TR
1316,TDTT,FLEXSHARES TR
1317,TDTF,FLEXSHARES TR
1318,ESGG,FLEXSHARES TR
1319,SKOR,FLEXSHARES TR
1320,GQRE,FLEXSHARES TR
1321,TLTD,FLEXSHARES TR
1322,IQDE,FLEXSHARES TR
1323,QDYN,FLEXSHARES TR
1324,QDF,FLEXSHARES TR
1326,FTSD,FRANKLIN ETF TR
1327,FLQE,FRANKLIN TEMPLETON ETF TR
1328,FLQD,FRANKLIN TEMPLETON ETF TR
1329,FLLV,FRANKLIN TEMPLETON ETF TR
1330,FLCO,FRANKLIN TEMPLETON ETF TR
1331,FLEH,FRANKLIN TEMPLETON ETF TR
1332,FLAX,FRANKLIN TEMPLETON ETF TR
1333,FLGB,FRANKLIN TEMPLETON ETF TR
1334,FLTW,FRANKLIN TEMPLETON ETF TR
1335,FLSW,FRANKLIN TEMPLETON ETF TR
1336,FLCH,FRANKLIN TEMPLETON ETF TR
1337,FLCA,FRANKLIN TEMPLETON ETF TR
1338,FLBR,FRANKLIN TEMPLETON ETF TR
1339,FLQS,FRANKLIN TEMPLETON ETF TR
1340,GLEO/U,GALILEO ACQUISITION CORP
1343,GXF,GLOBAL X FDS
1344,CHIM,GLOBAL X FDS
1345,SPFF,GLOBAL X FDS
1346,GURU,GLOBAL X FDS
1347,CHIQ,GLOBAL X FDS
1348,CHIE,GLOBAL X FDS
1349,CHIX,GLOBAL X FDS
1350,CHII,GLOBAL X FDS
1351,NORW,GLOBAL X FDS
1352,CHIC,GLOBAL X FDS
1353,EDOC,GLOBAL X FDS
1354,MLPX,GLOBAL X FDS
1355,GREK,GLOBAL X FDS
1356,MLPA,GLOBAL X FDS
1357,HERO,GLOBAL X FDS
1358,DAX,GLOBAL X FDS
1359,AUSF,GLOBAL X FDS
1360,TFIV,GLOBAL X FDS
1361,TFLT,GLOBAL X FDS
1362,QDIV,GLOBAL X FDS
1363,AIQ,GLOBAL X FDS
1364,NGE,GLOBAL X FDS
1365,BOSS,GLOBAL X FDS
1366,KRMA,GLOBAL X FDS
1367,MILN,GLOBAL X FDS
1368,BFIT,GLOBAL X FDS
1369,ALTY,GLOBAL X FDS
1370,COPX,GLOBAL X FDS
1371,URA,GLOBAL X FDS
1372,SDIV,GLOBAL X FDS
1373,SOCL,GLOBAL X FDS
1374,GSUS,GOLDMAN SACHS ETF TR
1375,GSEE,GOLDMAN SACHS ETF TR
1376,GSID,GOLDMAN SACHS ETF TR
1377,GSST,GOLDMAN SACHS ETF TR
1378,GTIP,GOLDMAN SACHS ETF TR
1379,JUST,GOLDMAN SACHS ETF TR
1380,GSJY,GOLDMAN SACHS ETF TR
1381,GSEW,GOLDMAN SACHS ETF TR
1382,GHYB,GOLDMAN SACHS ETF TR
1383,XOUT,GRANITESHARES ETF TR
1384,HMOP,HARTFORD FDS EXCHANGE TRADED
1385,HSRT,HARTFORD FDS EXCHANGE TRADED
1387,HYMCZ,HYCROFT MINING HOLDING CORP
1388,ULTR,INDEXIQ ACTIVE ETF TR
1389,QAI,INDEXIQ ETF TR
1390,QLS,INDEXIQ ETF TR
1391,QED,INDEXIQ ETF TR
1392,HYLV,INDEXIQ ETF TR
1393,IQSI,INDEXIQ ETF TR
1394,IQSU,INDEXIQ ETF TR
1395,AGGP,INDEXIQ ETF TR
1396,QMN,INDEXIQ ETF TR
1397,CPI,INDEXIQ ETF TR
1398,ROOF,INDEXIQ ETF TR
1399,MNA,INDEXIQ ETF TR
1401,LDRS,INNOVATOR ETFS TR
1402,TBJL,INNOVATOR ETFS TR
1403,UMAY,INNOVATOR ETFS TR
1404,PMAY,INNOVATOR ETFS TR
1405,BMAY,INNOVATOR ETFS TR
1406,NAPR,INNOVATOR ETFS TR
1407,KAPR,INNOVATOR ETFS TR
1408,UMAR,INNOVATOR ETFS TR
1409,BMAR,INNOVATOR ETFS TR
1410,PFEB,INNOVATOR ETFS TR
1411,NJAN,INNOVATOR ETFS TR
1412,EJAN,INNOVATOR ETFS TR
1413,PDEC,INNOVATOR ETFS TR
1414,BDEC,INNOVATOR ETFS TR
1415,NOCT,INNOVATOR ETFS TR
1416,PSEP,INNOVATOR ETFS TR
1417,BSEP,INNOVATOR ETFS TR
1418,UAUG,INNOVATOR ETFS TR
1419,IJUL,INNOVATOR ETFS TR
1420,UJUN,INNOVATOR ETFS TR
1421,PJUN,INNOVATOR ETFS TR
1422,BJUN,INNOVATOR ETFS TR
1423,BOCT,INNOVATOR ETFS TR
1424,BJUL,INNOVATOR ETFS TR
1425,POCT,INNOVATOR ETFS TR
1426,UAPR,INNOVATOR ETFS TR
1427,PJUL,INNOVATOR ETFS TR
1428,UOCT,INNOVATOR ETFS TR
1429,UJUL,INNOVATOR ETFS TR
1430,PAPR,INNOVATOR ETFS TR
1431,NSPR/WS,INSPIREMD INC
1432,NSPR/WS/B,INSPIREMD INC
1433,PSR,INVESCO ACTIVELY MANAGED ETF
1434,PSMB,INVESCO ACTIVELY MANAGED ETF
1435,PSMC,INVESCO ACTIVELY MANAGED ETF
1436,PSMG,INVESCO ACTIVELY MANAGED ETF
1437,GTO,INVESCO ACTIVELY MANAGED ETF
1438,ADRE,INVESCO ACTIVELY MANAGED ETF
1439,FXA,INVESCO CURRENCYSHARES AUSTR
1440,FXB,INVESCO CURRENCYSHARES BRIT
1441,FXC,INVESCO CURRENCYSHARES CDN D
1442,FXY,INVESCO CURRENCYSHARES JAPAN
1443,FXF,INVESCO CURRENCYSHARES SWISS
1444,DBC,INVESCO DB COMMDY INDX TRCK
1445,DBA,INVESCO DB MULTI-SECTOR COMM
1446,DBS,INVESCO DB MULTI-SECTOR COMM
1447,DBO,INVESCO DB MULTI-SECTOR COMM
1448,DBP,INVESCO DB MULTI-SECTOR COMM
1449,UDN,INVESCO DB US DLR INDEX TR
1450,UUP,INVESCO DB US DLR INDEX TR
1451,PSCT,INVESCO EXCH TRADED FD TR II
1452,PSCI,INVESCO EXCH TRADED FD TR II
1453,PSCH,INVESCO EXCH TRADED FD TR II
1454,PSCF,INVESCO EXCH TRADED FD TR II
1455,PSCE,INVESCO EXCH TRADED FD TR II
1456,PSCC,INVESCO EXCH TRADED FD TR II
1457,IDHD,INVESCO EXCH TRADED FD TR II
1458,CGW,INVESCO EXCH TRADED FD TR II
1459,EEMO,INVESCO EXCH TRADED FD TR II
1460,EELV,INVESCO EXCH TRADED FD TR II
1461,SPHD,INVESCO EXCH TRADED FD TR II
1462,SPHB,INVESCO EXCH TRADED FD TR II
1463,XRLV,INVESCO EXCH TRADED FD TR II
1464,USLB,INVESCO EXCH TRADED FD TR II
1465,PBTP,INVESCO EXCH TRADED FD TR II
1466,CUT,INVESCO EXCH TRADED FD TR II
1467,KBWR,INVESCO EXCH TRADED FD TR II
1468,KBWP,INVESCO EXCH TRADED FD TR II
1469,PICB,INVESCO EXCH TRADED FD TR II
1470,PIO,INVESCO EXCH TRADED FD TR II
1471,PFIG,INVESCO EXCH TRADED FD TR II
1472,IDLB,INVESCO EXCH TRADED FD TR II
1473,DWAS,INVESCO EXCH TRADED FD TR II
1474,PIE,INVESCO EXCH TRADED FD TR II
1475,XSLV,INVESCO EXCH TRADED FD TR II
1476,PSCM,INVESCO EXCH TRADED FD TR II
1477,XSHQ,INVESCO EXCH TRADED FD TR II
1478,PSCU,INVESCO EXCH TRADED FD TR II
1479,RWJ,INVESCO EXCH TRADED FD TR II
1480,PVI,INVESCO EXCH TRADED FD TR II
1481,CLTL,INVESCO EXCH TRADED FD TR II
1482,BSJS,INVESCO EXCH TRD SLF IDX FD
1483,BSCU,INVESCO EXCH TRD SLF IDX FD
1484,BSMR,INVESCO EXCH TRD SLF IDX FD
1485,BSMN,INVESCO EXCH TRD SLF IDX FD
1486,BSMM,INVESCO EXCH TRD SLF IDX FD
1487,OMFL,INVESCO EXCH TRD SLF IDX FD
1488,BSJQ,INVESCO EXCH TRD SLF IDX FD
1489,BSCS,INVESCO EXCH TRD SLF IDX FD
1490,BSDE,INVESCO EXCH TRD SLF IDX FD
1491,ISEM,INVESCO EXCH TRD SLF IDX FD
1492,BSCL,INVESCO EXCH TRD SLF IDX FD
1493,ISDX,INVESCO EXCH TRD SLF IDX FD
1494,IUSS,INVESCO EXCH TRD SLF IDX FD
1495,DEF,INVESCO EXCH TRD SLF IDX FD
1496,BSCR,INVESCO EXCH TRD SLF IDX FD
1497,BSCQ,INVESCO EXCH TRD SLF IDX FD
1498,BSJL,INVESCO EXCH TRD SLF IDX FD
1499,BSJP,INVESCO EXCH TRD SLF IDX FD
1500,BSCP,INVESCO EXCH TRD SLF IDX FD
1501,BSJO,INVESCO EXCH TRD SLF IDX FD
1502,BSCO,INVESCO EXCH TRD SLF IDX FD
1503,BSJN,INVESCO EXCH TRD SLF IDX FD
1504,BSCN,INVESCO EXCH TRD SLF IDX FD
1505,BSJM,INVESCO EXCH TRD SLF IDX FD
1506,PPA,INVESCO EXCHANGE TRADED FD T
1507,PHO,INVESCO EXCHANGE TRADED FD T
1508,CSD,INVESCO EXCHANGE TRADED FD T
1509,RZG,INVESCO EXCHANGE TRADED FD T
1510,RFG,INVESCO EXCHANGE TRADED FD T
1511,EWMC,INVESCO EXCHANGE TRADED FD T
1512,RYU,INVESCO EXCHANGE TRADED FD T
1513,RYT,INVESCO EXCHANGE TRADED FD T
1514,PKW,INVESCO EXCHANGE TRADED FD T
1515,RGI,INVESCO EXCHANGE TRADED FD T
1516,RYH,INVESCO EXCHANGE TRADED FD T
1517,RYF,INVESCO EXCHANGE TRADED FD T
1518,RYE,INVESCO EXCHANGE TRADED FD T
1519,RHS,INVESCO EXCHANGE TRADED FD T
1520,PBP,INVESCO EXCHANGE TRADED FD T
1521,PZD,INVESCO EXCHANGE TRADED FD T
1522,SPVM,INVESCO EXCHANGE TRADED FD T
1523,SPGP,INVESCO EXCHANGE TRADED FD T
1524,EQWL,INVESCO EXCHANGE TRADED FD T
1525,XMVM,INVESCO EXCHANGE TRADED FD T
1526,XMMO,INVESCO EXCHANGE TRADED FD T
1527,XMHQ,INVESCO EXCHANGE TRADED FD T
1528,XSMO,INVESCO EXCHANGE TRADED FD T
1529,RYJ,INVESCO EXCHANGE TRADED FD T
1530,PNQI,INVESCO EXCHANGE TRADED FD T
1531,PID,INVESCO EXCHANGE TRADED FD T
1532,PGJ,INVESCO EXCHANGE TRADED FD T
1533,PSP,INVESCO EXCHANGE TRADED FD T
1534,PSJ,INVESCO EXCHANGE TRADED FD T
1535,PSI,INVESCO EXCHANGE TRADED FD T
1536,PJP,INVESCO EXCHANGE TRADED FD T
1537,PXJ,INVESCO EXCHANGE TRADED FD T
1538,PXQ,INVESCO EXCHANGE TRADED FD T
1539,PYZ,INVESCO EXCHANGE TRADED FD T
1540,PWC,INVESCO EXCHANGE TRADED FD T
1541,PEJ,INVESCO EXCHANGE TRADED FD T
1542,PWV,INVESCO EXCHANGE TRADED FD T
1543,PWB,INVESCO EXCHANGE TRADED FD T
1544,PBJ,INVESCO EXCHANGE TRADED FD T
1545,PXE,INVESCO EXCHANGE TRADED FD T
1546,PBE,INVESCO EXCHANGE TRADED FD T
1547,PUI,INVESCO EXCHANGE TRADED FD T
1548,PTF,INVESCO EXCHANGE TRADED FD T
1549,PRN,INVESCO EXCHANGE TRADED FD T
1550,PFI,INVESCO EXCHANGE TRADED FD T
1551,PXI,INVESCO EXCHANGE TRADED FD T
1552,PSL,INVESCO EXCHANGE TRADED FD T
1553,CZA,INVESCO EXCHANGE TRADED FD T
1554,IIGV,INVESCO EXCHNG TRAD SLF INDE
1556,KLDW,INVESTMENT MANAGERS SER TR
1557,CEMB,ISHARES INC
1558,DVYA,ISHARES INC
1559,EWK,ISHARES INC
1560,SLVP,ISHARES INC
1561,FILL,ISHARES INC
1562,URTH,ISHARES INC
1563,EEMA,ISHARES INC
1564,SCJ,ISHARES INC
1565,RING,ISHARES INC
1566,IGN,ISHARES TR
1567,IDU,ISHARES TR
1568,IYJ,ISHARES TR
1569,IYE,ISHARES TR
1570,IYK,ISHARES TR
1571,IYM,ISHARES TR
1572,WOOD,ISHARES TR
1573,JKG,ISHARES TR
1574,EMIF,ISHARES TR
1575,JKH,ISHARES TR
1576,JKI,ISHARES TR
1577,WPS,ISHARES TR
1578,JKJ,ISHARES TR
1579,REZ,ISHARES TR
1580,GBF,ISHARES TR
1581,JKK,ISHARES TR
1582,IAT,ISHARES TR
1583,IAK,ISHARES TR
1584,IAI,ISHARES TR
1585,IHF,ISHARES TR
1586,IHE,ISHARES TR
1587,IEZ,ISHARES TR
1588,IEO,ISHARES TR
1589,IWC,ISHARES TR
1590,EWZS,ISHARES TR
1591,ECNS,ISHARES TR
